objectid,originalfilename,filename,title,originaltitle,tributary,description,creator,callnumber,itemnumber,collectionname,repository,date,archivaldate,subject,damspace,damtime,submerged,location,latitude,longitude,sourcelink,format,type,language,display_template,object_location,image_small,image_thumb
sediment69,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/10722/default.jpg,sediment69.jpg,Navajo marbles on Wild Horse Bar,Navajo Marbles on Wild Horse Bar.,,,"Nichols, Tad",NAU.PH.99.3.1.18.86,23940,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1960,sediment; land; ,Above Dam,Post-Dam,,Glen Canyon; Wild Horse Bar,37.09121905,-111.1464811,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/10722/rec/3269,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment69.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment69_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment69_th.jpg
sediment70,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/22634/default.jpg,sediment70.jpg,Balanced rock,"Balanced Rocks, Mile 64.4 - One tenth mile below Balanced Rocks Bar up on the cap.",,"These are also called iron concretions, Navajo cherries, Navajo berries, Kayenta berries, Entrada berries, Moqui balls, or Shaman stones. They form in Navajo sandstone, when water with reducing agents (like acid or petroleum) moves through the permeable sandstone which dissolves the iron. The iron-water then flows and eventually the iron precipitates, cementing sand grains. They are made of concentric layers of iron and sand, and often times, microorganisms turn iron into iron oxide. The marbles are released as softer sandstone gets eroded away. Similar structures have been found on Mars, which scientists have lijnked to evidence of water and life. ","Nichols, Tad",NAU.PH.99.3.1.18.19,23775,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1960,sediment; atmosphere; wind; wonder,Above Dam,Pre-Dam,,Glen Canyon; Balanced Rocks Bar,37.106279,-111.053393,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/22634/rec/3347,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment70.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment70_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment70_th.jpg
sediment71,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9769/default.jpg,sediment71.jpg,Animal petroglyph at Mystery Canyon,[Animal petroglyph at Mystery Canyon.],/atmosphere/#formations,,"Nichols, Tad",NAU.PH.99.3.1.7.135,18737,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1955,1955,sediment; humans; animals; petroglyphs; biota; art; tracks,Above Dam,Pre-Dam,,Glen Canyon; Mystery Canyon,37.14678115,-110.9419214,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9769/rec/3373,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment71.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment71_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment71_th.jpg
sediment72,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/10539/default.jpg,sediment72.jpg,Steps to Inscription House,Inscription House. Ruin. 1951. [Steps carved in rock],, ,"Nichols, Tad",NAU.PH.99.3.7.9.14,63629,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1951,1951,sediment; humans; tracks,Above Dam,Pre-Dam,,Glen Canyon; Inscription House,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/10539/rec/3382,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment72.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment72_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment72_th.jpg
sediment73,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9770/default.jpg,sediment73.jpg,Forgotten Canyon,Forgotten Canyon,,"Inscription house (Tsʼah Biiʼ Kin) was given its name because of the incsription left in 1661 by a Spanish Conquistador which reads ""Shapeiro Ano Dom 1661,"" which Cummings and Wetherill documented in 1909.  Erosion has made it difficult to reach inscription house, washing burials and pottery into Lake Mead. It was constructed by Pueblos around 1200 AD, and inhabitatnts farmed corn, beans, and squash. It was built into a natural cave with access to a spring. It was closed due to erosion and for privacy. ","Nichols, Tad",NAU.PH.99.3.1.40.176,28217,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1966,1966,sediment; land,Above Dam,Post-Dam,,Glen Canyon; Forgotten Canyon,37.55638927,-110.6229679,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9770/rec/3381,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment73.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment73_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment73_th.jpg
sediment74,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/12246/default.jpg,sediment74.jpg,Beaver dam at Moqui Canyon,[Beaver dam at Moqui Canyon.],,,"Nichols, Tad",NAU.PH.99.3.1.28.32,26148,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1963,1963,sediment; animals; beavers; dam; infrastructure; biota,Above Dam,Pre-Dam,,Glen Canyon; Moqui Canyon,37.48440243,-110.6388717,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/12246/rec/3038,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment74.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment74_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment74_th.jpg
sediment75,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/16857/default.jpg,sediment75.jpg,Cliff wall surface in Glen Canyon,[Cliff wall surface in Glen - first canyon on right below Forbidding.],,,"Nichols, Tad",NAU.PH.99.3.1.9.79,19925,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1956,1956,sediment; water; microbes; biota,Above Dam,Pre-Dam,,Glen Canyon; Forbidding Canyon,37.11568184,-110.9944631,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16857/rec/3056,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment75.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment75_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment75_th.jpg
sediment76,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/119647/default.jpg,sediment76.jpg,Mud curls,Mud curls,,,"Billingsley, George",NAU.PH.2000.54.10.14.5,170330,"Billingsley, George"," Special Collections and Archives, Cline Library, Northern Arizona University.",1971,1971,sediment; land; water,,Post-Dam,,,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/119647/rec/84,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment76.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment76_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment76_th.jpg
sediment77,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/17328/default.jpg,sediment77.jpg,Mud cracks,Mud cracks in fresh water curl up.,/atmosphere/#a-new-climate,,"Nichols, Tad",NAU.PH.99.3.1.15.55,28468,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1958,1958,sediment; land; water,,Pre-Dam,,,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/17328/rec/108,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment77.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment77_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment77_th.jpg
sediment78,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/116598/default.jpg,sediment78.jpg,Circular mud cracks,Circular mud cracks,,,"Billingsley, George",NAU.PH.2000.54.1.21.5,167214,"Billingsley, George"," Special Collections and Archives, Cline Library, Northern Arizona University.",1972,1972,sediment; land; water,,Post-Dam,,,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/116598/rec/124,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment78.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment78_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment78_th.jpg
sediment79,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/6776/default.jpg,sediment79.jpg,Mud cracks,Mud cracks in Lake Mead mud at Reference Point Canyon.,,,"Nichols, Tad",NAU.PH.94.27.160,1055,"Sharp, Robert P. "," Special Collections and Archives, Cline Library, Northern Arizona University.",1937,1937,sediment; land; water,Below Dam,Pre-Dam,,Lake Mead; Reference Point Canyon,36.16272669,-114.4829971,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/6776/rec/127,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment79.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment79_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment79_th.jpg
sediment80,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/16655/default.jpg,sediment80.jpg,Hand prints on cliff wall,[Hand prints on cliff wall.],/humans/#presence-of-absence,,"Nichols, Tad",NAU.PH.99.3.1.65.44,26836,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1983,1983,sediment; humans; art; tracks,,,,,,,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/16655/rec/2803,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment80.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment80_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment80_th.jpg
sediment81,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/10733/default.jpg,sediment81.jpg,Animal petroglyphs at mouth of Twilight Canyon,[Animal petroglyphs at mouth of Twilight Canyon; this image appears in Tad's Glen Canyon book on page 85.],,,"Nichols, Tad",NAU.PH.99.3.1.18.89,23942,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1960,1960,sediment; humans; animals; petroglyphs; art; biota,Above Dam,Pre-Dam,,Glen Canyon; Twilight Canyon,37.12782237,-110.9606432,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/10733/rec/3436,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment81.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment81_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment81_th.jpg
sediment82,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9394/default.jpg,sediment82.jpg,Rock patterns at Navajo Bar,[Rock patterns at Navajo Bar] [This image appears in Tad's Glen Canyon book on page 132.].,/atmosphere/#wind-memories; /atmosphere/#nchi,,"Nichols, Tad",NAU.PH.99.3.1.11.113,20531,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; atmosphere; wind; land,Above Dam,Pre-Dam,,Glen Canyon; Navajo Bar,37.11272198,-110.9427398,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/9394/rec/3466,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment82.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment82_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment82_th.jpg
sediment83,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/23367/default.jpg,sediment83.jpg,Great blue heron tracks,[Great Blue Heron tracks in sand near Hall's Crossing; this image appears in Tad's Glen Canyon book on page 35.],/atmosphere/#formations,,"Nichols, Tad",NAU.PH.99.3.1.12.17,20789,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1957,1957,sediment; animals; biota; tracks,Above Dam,Pre-Dam,,Glen Canyon; Halls' Crossing,37.45896848,-110.7147633,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/23367/rec/3,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment83.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment83_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment83_th.jpg
sediment84,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/11179/default.jpg,sediment84.jpg,Crossbedding and tafoni in sandstone,Geology. X-bed S.S. [crossbed sandstone] Skeleton Mesa. Tsegi-ot-Sosi. '54.,,,"Nichols, Tad",NAU.PH.99.3.7.5.27,64188,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1954,1954,sediment; land; microbes; atmosphere; wind; biota; tracks,Above Dam,Pre-Dam,,Glen Canyon; Skeleton Mesa,36.74398053,-110.4301856,https://cdm16748.contentdm.oclc.org/digital/collection/cpa/id/11179/rec/30,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment84.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment84_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment84_th.jpg
