objectid,originalfilename,filename,title,originaltitle,tributary,description,creator,callnumber,itemnumber,collectionname,repository,date,archivaldate,subject,damspace,damtime,submerged,location,latitude,longitude,sourcelink,format,type,language,display_template,object_location,image_small,image_thumb
sediment259,,sediment259.jpg,"Grassy shores on the Colorado River, below the Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water; river,Below dam,Post-dam,,Glen Canyon,36.8777706,-111.5257458,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment259.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment259_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment259_th.jpg
sediment260,,sediment260.jpg,Dry sediment beds of Lake Powell,,,,"Green, Hannah",,,,,2025-12-21,2025-12-21,Lake Powell; land; water; sediment,Above dam,Post-dam,Reemerged,Glen Canyon; Lone Rock; Wahweap Bay,37.02815031,-111.5332225,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment260.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment260_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment260_th.jpg
sediment261,,sediment261.jpg,Floating dock at Lake Powell Resort,,,,"Green, Hannah",,,,,2025-12-19,2025-12-19,Lake Powell; humans; infrastructure; tourism; water,Above dam,Post-dam,,Glen Canyon; Lake Powell Resort; Wahweap Bay,36.99852082,-111.4844248,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment261.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment261_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment261_th.jpg
sediment262,,sediment262.jpg,"Ironized rock striations, reexposed and flecked with mineral crust from Lake Powell",,,,"Green, Hannah",,,,,2025-12-19,2025-12-19,land; water; Lake Powell,Above dam,Post-dam,Reemerged,Glen Canyon; Lake Powell,36.94897817,-111.4861471,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment262.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment262_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment262_th.jpg
sediment263,,sediment263.jpg,Bleached rock at the Glen Canyon Dam,,,,"Green, Hannah",,,,,2025-12-19,2025-12-19,land; water; Lake Powell; infrastructure; dam; humans,Above dam,Post-dam,Reemerged,Glen Canyon; Lake Powell; Glen Canyon Dam,36.940886,-111.4857927,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment263.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment263_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment263_th.jpg
sediment264,,sediment264.jpg,Mineral-stained rock formations in Wahweap Bay,,,,"Green, Hannah",,,,,2025-12-19,2025-12-19,land; water; Lake Powell,Above dam,Post-dam,Reemerged,Glen Canyon; Lake Powell,36.95907385,-111.4864265,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment264.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment264_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment264_th.jpg
sediment265,,sediment265.jpg,Mineral-stained rock formations in Wahweap Bay,,,,"Green, Hannah",,,,,2025-12-18,2025-12-18,land; water; Lake Powell,Above dam,Post-dam,Reemerged,Glen Canyon; Lake Powell,36.95907385,-111.4864265,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment265.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment265_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment265_th.jpg
sediment266,,sediment266.jpg,Entrance to Antelope Canyon,,,,"Green, Hannah",,,,,2025-12-18,2025-12-18,land; water; atmosphere; wind; sediment,,Post-dam,,Antelope Canyon,36.86253672,-111.3746846,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment266.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment266_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment266_th.jpg
sediment267,,sediment267.jpg,Chains tethering buoys at the Glen Canyon Dam,,,,"Green, Hannah",,,,,2025-12-19,2025-12-19,dam; infrastructure; water; land; humans,Above dam,Post-dam,,Glen Canyon; Lake Powell; Glen Canyon Dam,36.94049583,-111.4829991,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment267.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment267_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment267_th.jpg
sediment268,,sediment268.jpg,Engravings in rock formations above the Glen Canyon Dam,,,,"Green, Hannah",,,,,2025-12-19,2025-12-19,atmosphere; wind; land; humans,Above dam,Post-dam,,Glen Canyon; Lake Powell,"36.94855830738207, -111.4850833",-111.296312,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment268.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment268_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment268_th.jpg
sediment269,,sediment269.jpg,"Rock formations, reexposed and spotted with mineral crusts from Lake Powell",,,,"Green, Hannah",,,,,2025-12-19,2025-12-19,land; water; Lake Powell,Above dam,Post-dam,Reemerged,Glen Canyon; Lake Powell,"36.94855830738207, -111.4850833",-111.296312,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment269.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment269_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment269_th.jpg
sediment270,,sediment270.jpg,"Waterhole Canyon, a tributary of Glen Canyon, below the Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water,Below dam,Post-dam,,Glen Canyon; Waterhole Canyon,36.85082549,-111.5413567,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment270.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment270_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment270_th.jpg
sediment271,,sediment271.jpg,"Waterhole Canyon, a tributary of Glen Canyon, below the Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water,Below dam,Post-dam,,Glen Canyon; Waterhole Canyon,36.85082549,-111.5413567,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment271.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment271_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment271_th.jpg
sediment272,,sediment272.jpg,"Waterhole Canyon, a tributary of Glen Canyon, below the Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water,Below dam,Post-dam,,Glen Canyon; Waterhole Canyon,36.85082549,-111.5413567,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment272.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment272_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment272_th.jpg
sediment273,,sediment273.mp4,"Paria River Riffle, the first rapids after Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water,Below dam,Post-dam,,Glen Canyon; Lee's Ferry,36.85349455,-111.607339,,video/mp4,Video;MovingImage,eng,video,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment273.mp4,,
sediment274,,sediment274.jpg,Tire tracks in Lake Powell's dry sediment beds at Lone Rock,,,,"Green, Hannah",,,,,2025-12-21,2025-12-21,land; sediment; water; Lake Powell,Above dam,Post-dam,Reemerged,Glen Canyon; Lake Powell; Lone Rock; Wahweap Bay,37.02815031,-111.5332225,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment274.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment274_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment274_th.jpg
sediment275,,sediment275.jpg,Microbial blooms in a mucky cove at Lone Rock,,,,"Green, Hannah",,,,,2025-12-21,2025-12-21,land; water; biota; microbes,Above dam,Post-dam,Reemerged,Glen Canyon; Lake Powell; Lone Rock; Wahweap Bay,37.02815031,-111.5332225,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment275.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment275_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment275_th.jpg
sediment276,,sediment276.jpg,Remains of Lake Powell at Lone Rock,,,,"Green, Hannah",,,,,2025-12-21,2025-12-21,land; sediment; water; Lake Powell,Above dam,Post-dam,Reemerged,Glen Canyon; Lake Powell; Lone Rock; Wahweap Bay,37.02815031,-111.5332225,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment276.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment276_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment276_th.jpg
sediment277,,sediment277.jpg,Ruins of the Teton Dam,,/humans/#remains-of-the-future,,"Green, Hannah",,,,,2025-12-17,2025-12-17,humans; infrastructure; dam,,Post-dam,,Teton Dam,43.90988435,-111.5388776,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment277.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment277_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment277_th.jpg
sediment278,,sediment278.jpg,Sheep petroglyphs at Petroglyph Beach,,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,petroglyphs; humans; sheep,Below dam,Post-dam,,Glen Canyon; Waterhole Canyon,36.85082549,-111.5413567,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment278.jpg,/objects/small/sediment278_sm.jpg,/objects/thumbs/sediment278_th.jpg
sediment279,,sediment279.jpg,Sheep petroglyphs at Petroglyph Beach,,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,petroglyphs; humans; sheep,Below dam,Post-dam,,Glen Canyon; Petroglyph Beach,36.88729901,-111.527958,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment279.jpg,/objects/small/sediment279_sm.jpg,/objects/thumbs/sediment279_th.jpg
sediment280,,sediment280.jpg,"Kayaking down the Colorado River, just below Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water; river,Below dam,Post-dam,,Glen Canyon; Petroglyph Beach,36.88729901,-111.527958,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment280.jpg,/objects/small/sediment280_sm.jpg,/objects/thumbs/sediment280_th.jpg
sediment281,,sediment281.jpg,"Kayaking down the Colorado River, just below Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water; river,Below dam,Post-dam,,Glen Canyon,36.87790118,-111.5415016,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment281.jpg,/objects/small/sediment281_sm.jpg,/objects/thumbs/sediment281_th.jpg
sediment282,,sediment282.jpg,"Kayaking down the Colorado River, just below Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water; river,Below dam,Post-dam,,Glen Canyon,36.87419606,-111.5517981,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment282.jpg,/objects/small/sediment282_sm.jpg,/objects/thumbs/sediment282_th.jpg
sediment283,,sediment283.jpg,"Kayaking down the Colorado River, just below Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water; river,Below dam,Post-dam,,Glen Canyon,36.87005791,-111.5662774,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment283.jpg,/objects/small/sediment283_sm.jpg,/objects/thumbs/sediment283_th.jpg
sediment284,,sediment284.jpg,"Waterhole Canyon, a tributary of Glen Canyon, below the Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water,Below dam,Post-dam,,Glen Canyon; Waterhole Canyon,36.85082549,-111.5413567,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment284.jpg,/objects/small/sediment284_sm.jpg,/objects/thumbs/sediment284_th.jpg
sediment285,,sediment285.jpg,"Waterhole Canyon, a tributary of Glen Canyon, below the Glen Canyon Dam",,,,"Green, Hannah",,,,,2025-12-20,2025-12-20,land; water,Below dam,Post-dam,,Glen Canyon; Waterhole Canyon,36.85082549,-111.5413567,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment285.jpg,/objects/small/sediment285_sm.jpg,/objects/thumbs/sediment285_th.jpg
sediment286,,sediment286.jpg,Lake Powell's dry sediment beds at Lone Rock,,,,"Green, Hannah",,,,,2025-12-21,2025-12-21,land; water; sediment; Lake Powell,Above dam,Post-dam,Reemerged,Glen Canyon; Lake Powell; Lone Rock; Wahweap Bay,37.02815031,-111.5332225,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment286.jpg,/objects/small/sediment286_sm.jpg,/objects/thumbs/sediment286_th.jpg
sediment287,,sediment287.jpg,Glen Canyon Dam and bleached cliffs,,,,"Green, Hannah",,,,,2025-12-21,2025-12-21,dam; Lake Powell; humans; infrastructure; land; water,Above dam,Post-dam,,Glen Canyon; Lake Powell; Glen Canyon Dam,36.94449304,-111.4846953,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment287.jpg,/objects/small/sediment287_sm.jpg,/objects/thumbs/sediment287_th.jpg
sediment288,,sediment288.jpg,Glen Canyon Dam,,,,"Green, Hannah",,,,,2015-12-22,2015-12-22,dam; Lake Powell; humans; infrastructure; land; water,Below dam,Post-dam,,Glen Canyon; Lake Powell; Glen Canyon Dam,36.92535318,-111.481003,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment288.jpg,/objects/small/sediment288_sm.jpg,/objects/thumbs/sediment288_th.jpg
sediment289,,sediment289.jpg,Bleached cliffs at the confluence of Antelope Creek and the Colorado River,,,,"Green, Hannah",,,,,2025-12-21,2025-12-21,land; water; Lake Powell,Above dam,Post-dam,,Glen Canyon; Lake Powell,36.95083339,-111.4815873,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment289.jpg,/objects/small/sediment289_sm.jpg,/objects/thumbs/sediment289_th.jpg
sediment290,,sediment290.jpg,Glen Canyon Dam,,,,"Green, Hannah",,,,,2015-12-22,2015-12-22,dam; Lake Powell; humans; infrastructure; land; water,Below dam,Post-dam,,Glen Canyon; Lake Powell; Glen Canyon Dam,36.92535318,-111.481003,,image/jpeg,Image;StillImage,eng,panorama,/objects/sediment290.jpg,/objects/small/sediment290_sm.jpg,/objects/thumbs/sediment290_th.jpg
sediment291,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/9924/default.jpg,sediment291.jpg,Lake water rising in Forgotten Canyon,Forgotten Canyon - Left fork.,,,"Nichols, Tad",NAU.PH.99.3.1.37.111,28938,"Nichols, Tad"," Special Collections and Archives, Cline Library, Northern Arizona University.",1965,1965,Lake Powell; water; biota; humans; infrastructure,Above dam,Post-dam,submerged,Glen Canyon; Forgotten Canyon; Lake Powell,37.55654236,-110.6226674,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment291.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment291_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment291_th.jpg
sediment292,https://cdm16748.contentdm.oclc.org/digital/api/singleitem/image/cpa/11871/default.jpg,sediment292.jpg,Powell talking to a Paiute man during one of his surveys,Major Powell talking to Paiute Indian during northern Arizona survey.,/humans/#palimpsests,,"Hillers, John K. ",NAU.PH.268.1.10,80886,John Wesley Powell Display Collection," Special Collections and Archives, Cline Library, Northern Arizona University.",1875,1850-1900,humans,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment292.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment292_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment292_th.jpg
sediment293,,sediment293.jpg,"Lake Powell, Jewel of the Colorado Brochure",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,Lake Powell; Glen Canyon Dam; humans; water; infrastructure; land,,,,Glen Canyon; Lake Powell,,,,application/pdf,Text,eng,pdf,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment293.pdf,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment293_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment293_th.jpg
sediment294,,sediment294.jpg,"Lake Powell, Jewel of the Colorado Brochure (Cover)",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment294.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment294_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment294_th.jpg
sediment295,,sediment295.jpg,"Description of the Colorado River from a 1965 Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment295.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment295_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment295_th.jpg
sediment296,,sediment296.jpg,"Poem about the muddy Colorado River, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment296.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment296_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment296_th.jpg
sediment297,,sediment297.jpg,"Poem about the now blue Colorado River, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment297.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment297_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment297_th.jpg
sediment298,,sediment298.jpg,"Description of plans for Glen Canyon Dam, from a 1965 Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment298.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment298_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment298_th.jpg
sediment299,,sediment299.jpg,"Picture and poem of Glen Canyon Dam, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,36.93828452,-111.4839272,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment299.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment299_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment299_th.jpg
sediment300,,sediment300.jpg,"Picture and poem of Glen Canyon Dam, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,36.93828452,-111.4839272,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment300.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment300_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment300_th.jpg
sediment301,,sediment301.jpg,"Description of the Glen Canyon Dam, from a 1965 Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment301.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment301_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment301_th.jpg
sediment302,,sediment302.jpg,"Lake Powell, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment302.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment302_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment302_th.jpg
sediment303,,sediment303.jpg,"Picture and poem of Lake Powell, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment303.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment303_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment303_th.jpg
sediment304,,sediment304.jpg,"Description of Lake Powell, from a 1965 Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment304.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment304_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment304_th.jpg
sediment305,,sediment305.jpg,"Description of Lake Powell continued, from a 1965 Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment305.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment305_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment305_th.jpg
sediment306,,sediment306.jpg,"Lake Powell, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment306.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment306_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment306_th.jpg
sediment307,,sediment307.jpg,"Lake Powell, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,/humans/#palimpsests,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment307.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment307_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment307_th.jpg
sediment308,,sediment308.jpg,"Lake Powell, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment308.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment308_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment308_th.jpg
sediment309,,sediment309.jpg,"Lake Powell, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment309.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment309_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment309_th.jpg
sediment310,,sediment310.jpg,"Pictures and poem of Lake Powell, from a 1965  Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment310.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment310_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment310_th.jpg
sediment311,,sediment311.jpg,"Description of the future of Lake Powell, from a 1965 Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment311.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment311_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment311_th.jpg
sediment312,,sediment312.jpg,"Description of the future of Lake Powell continued, from a 1965 Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment312.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment312_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment312_th.jpg
sediment313,,sediment313.jpg,"Lake Powell ""Totem Pole,"" from the back cover of a 1965 Bureau of Reclamation Brochure titled ""Lake Powell, Jewel of the Colorado""",,,,"Bureau of Reclamation, U.S. Department of the Interior",,,,,1965,1965,,,,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment313.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment313_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment313_th.jpg
sediment314,,sediment314.jpg,"Line drawing of a cliff dwelling from John Wesley Powell's 1875 book ""Canyons of the Colorado""",,,,"Powell, John Wesley",,,,,1875,1875,,,Pre-dam,,,,,,image/jpeg,Image;StillImage,eng,image,https://cdil.lib.uidaho.edu/sedimentation/objects/sediment314.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/small/sediment314_sm.jpg,https://cdil.lib.uidaho.edu/sedimentation/objects/thumbs/sediment314_th.jpg
